"ExhTitle","StartDate","EndDate","DisplayName","Gender","Nationality","YearBirth","YearDeath","Movement","ExhibitionLength","ConstituentID","StartYear","count","LifetimeExhibitionLength"
"European Print Acquisitions",1962-10-18,1962-11-25,"André Masson","Male","French",1896,1987,NA,38,3821,1962,1,5345
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"André Masson","Male","French",1896,1987,NA,NA,3821,1964,2,5345
"Recent Acquisitions: Painting and Sculpture",1965-02-16,1965-04-25,"André Masson","Male","French",1896,1987,NA,68,3821,1965,2,5345
"The Artist as His Subject",1967-04-28,1967-04-30,"André Masson","Male","French",1896,1987,NA,2,3821,1967,2,5345
"Dada, Surrealism and their Heritage",1968-03-27,1968-06-09,"André Masson","Male","French",1896,1987,NA,74,3821,1968,1,5345
"Four Americans in Paris: The Collections of Gertrude Stein and her Family",1970-12-19,1971-03-01,"André Masson","Male","French",1896,1987,NA,72,3821,1970,1,5345
"A Selection of Drawings and Watercolors from the Museum Collection",1971-05-11,1971-10-19,"André Masson","Male","French",1896,1987,NA,161,3821,1971,2,5345
"European Drawings from the Collection",1972-06-27,1972-10-10,"André Masson","Male","French",1896,1987,NA,105,3821,1972,1,5345
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"André Masson","Male","French",1896,1987,NA,87,3821,1974,1,5345
"In the Twenties",1975-03-21,1975-06-15,"André Masson","Male","French",1896,1987,NA,86,3821,1975,2,5345
"André Masson",1976-06-02,1976-08-17,"André Masson","Male","French",1896,1987,NA,76,3821,1976,3,5345
"Dream/Reality/Dream",1977-09-26,1977-11-28,"André Masson","Male","French",1896,1987,NA,63,3821,1977,2,5345
"Artists and Writers",1978-07-10,1978-10-03,"André Masson","Male","French",1896,1987,NA,85,3821,1978,1,5345
"Gifts of Drawing",1979-08-09,1979-11-13,"André Masson","Male","French",1896,1987,NA,96,3821,1979,1,5345
"Around Picasso",1980-05-14,1980-09-30,"André Masson","Male","French",1896,1987,NA,139,3821,1980,1,5345
"Words and Pictures",1981-08-20,1981-10-06,"André Masson","Male","French",1896,1987,NA,47,3821,1981,1,5345
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"André Masson","Male","French",1896,1987,NA,15,3821,1982,1,5345
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"André Masson","Male","French",1896,1987,NA,69,3821,1983,1,5345
"Naked/Nude",1986-05-29,1986-09-30,"André Masson","Male","French",1896,1987,NA,124,3821,1986,1,5345
"Surrealist Prints from the Collection of The Museum of Modern Art",1987-08-06,1987-12-08,"André Masson","Male","French",1896,1987,NA,124,3821,1987,3,5345
"Collage: Selections from the Permanent Collection",1988-11-03,1989-02-28,"André Masson","Male","French",1896,1987,NA,117,3821,1988,1,5345
"Master Prints from the Collection",1989-04-06,1989-08-08,"André Masson","Male","French",1896,1987,NA,124,3821,1989,1,5345
"46 Painters and Sculptors under 35 Years of Age",1930-04-11,1930-04-27,"Ben Shahn","Male","American",1898,1969,NA,16,5366,1930,1,6045
"Murals by American Painters and Photographers",1932-05-03,1932-05-31,"Ben Shahn","Male","American",1898,1969,NA,28,5366,1932,1,6045
"Modern Works of Art: 5th Anniversary Exhibition",1934-11-19,1935-01-20,"Ben Shahn","Male","American",1898,1969,NA,62,5366,1934,1,6045
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1936-01-14,1936-02-16,"Ben Shahn","Male","American",1898,1969,NA,33,5366,1936,1,6045
"Three Centuries of American Art",1938-05-24,1938-07-31,"Ben Shahn","Male","American",1898,1969,NA,68,5366,1938,1,6045
"PM Competition: The Artist as Reporter",1940-04-15,1940-05-07,"Ben Shahn","Male","American",1898,1969,NA,22,5366,1940,2,6045
"A History of the Modern Poster",1941-06-11,1941-06-26,"Ben Shahn","Male","American",1898,1969,NA,15,5366,1941,1,6045
"The Artists' New York",1942-01-28,1942-03-02,"Ben Shahn","Male","American",1898,1969,NA,33,5366,1942,2,6045
"Americans 1943: Realists and Magic-Realists",1943-02-10,1943-03-21,"Ben Shahn","Male","American",1898,1969,NA,39,5366,1943,1,6045
"Modern Drawings",1944-02-16,1944-05-10,"Ben Shahn","Male","American",1898,1969,NA,84,5366,1944,2,6045
"Recent Acquisitions",1945-02-15,1945-03-18,"Ben Shahn","Male","American",1898,1969,NA,31,5366,1945,3,6045
"Paintings from New York Private Collections",1946-07-02,1946-09-22,"Ben Shahn","Male","American",1898,1969,NA,82,5366,1946,2,6045
"Large-Scale Modern Paintings",1947-04-01,1947-05-04,"Ben Shahn","Male","American",1898,1969,NA,33,5366,1947,2,6045
"Portraits in Prints",1948-06-01,1948-09-06,"Ben Shahn","Male","American",1898,1969,NA,97,5366,1948,3,6045
"The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club",1949-03-15,1949-04-17,"Ben Shahn","Male","American",1898,1969,NA,33,5366,1949,6,6045
"Recent Acquisitions",1950-01-31,1950-05-07,"Ben Shahn","Male","American",1898,1969,NA,96,5366,1950,3,6045
"Posters by Painters and Sculptors",1952-03-04,1952-05-11,"Ben Shahn","Male","American",1898,1969,NA,68,5366,1952,5,6045
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",1953-06-23,1953-10-04,"Ben Shahn","Male","American",1898,1969,NA,103,5366,1953,1,6045
"Four American Graphic Designers",1954-02-09,1954-04-04,"Ben Shahn","Male","American",1898,1969,NA,54,5366,1954,3,6045
"The Family of Man",1955-01-24,1955-05-08,"Ben Shahn","Male","American",1898,1969,NA,104,5366,1955,3,6045
"Drawings Recently Acquired for the Museum Collection",1957-01-29,1957-02-24,"Ben Shahn","Male","American",1898,1969,NA,26,5366,1957,2,6045
"Photographs from the Museum Collection",1958-11-26,1959-01-18,"Ben Shahn","Male","American",1898,1969,NA,53,5366,1958,1,6045
"American Acquisitions: Recent Additions of Prints to the Museum Collection",1959-04-02,1959-05-31,"Ben Shahn","Male","American",1898,1969,NA,59,5366,1959,3,6045
"Art Lending Service Retrospective",1960-01-27,1960-03-20,"Ben Shahn","Male","American",1898,1969,NA,53,5366,1960,4,6045
"Painting and Sculpture from the James Thrall Soby Collection",1961-02-01,1961-03-04,"Ben Shahn","Male","American",1898,1969,NA,31,5366,1961,2,6045
"Fifty Drawings: Recent Acquisitions",1962-04-10,1962-08-12,"Ben Shahn","Male","American",1898,1969,NA,124,5366,1962,4,6045
"Towards the ""New"" Museum of Modern Art: A Bid for Space IV",1963-02-21,NA,"Ben Shahn","Male","American",1898,1969,NA,NA,5366,1963,1,6045
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Ben Shahn","Male","American",1898,1969,NA,NA,5366,1964,5,6045
"Greetings!",1966-03-01,1966-05-08,"Ben Shahn","Male","American",1898,1969,NA,68,5366,1966,2,6045
"Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967",1968-01-25,1968-03-10,"Ben Shahn","Male","American",1898,1969,NA,45,5366,1968,1,6045
"Homage to Ben Shahn",1969-04-02,1969-05-11,"Ben Shahn","Male","American",1898,1969,NA,39,5366,1969,2,6045
"The Artist as Adversary",1971-07-01,1971-09-27,"Ben Shahn","Male","American",1898,1969,NA,88,5366,1971,2,6045
"Painters for the Theatre: An Invitation to the Theatre Arts Collection",1973-11-19,1974-01-13,"Ben Shahn","Male","American",1898,1969,NA,55,5366,1973,2,6045
"American Prints: 1913–1963",1974-12-03,1975-03-03,"Ben Shahn","Male","American",1898,1969,NA,90,5366,1974,1,6045
"Between World Wars: Drawing in Europe and America",1976-08-20,1976-11-14,"Ben Shahn","Male","American",1898,1969,NA,86,5366,1976,2,6045
"Posters by Painters",1977-01-21,1977-03-23,"Ben Shahn","Male","American",1898,1969,NA,61,5366,1977,2,6045
"Artists and Writers",1978-07-10,1978-10-03,"Ben Shahn","Male","American",1898,1969,NA,85,5366,1978,1,6045
"Gifts of Drawing",1979-08-09,1979-11-13,"Ben Shahn","Male","American",1898,1969,NA,96,5366,1979,1,6045
"A Penthouse Aviary",1980-11-06,1981-01-20,"Ben Shahn","Male","American",1898,1969,NA,75,5366,1980,1,6045
"Recent Acquisitions: Drawings",1981-03-19,1981-06-02,"Ben Shahn","Male","American",1898,1969,NA,75,5366,1981,1,6045
"American Prints: 1900–1960; Recent Acquisitions: Illustrated Books",1985-12-18,1986-05-20,"Ben Shahn","Male","American",1898,1969,NA,153,5366,1985,1,6045
"Committed to Print",1988-01-31,1988-04-19,"Ben Shahn","Male","American",1898,1969,NA,79,5366,1988,2,6045
"Painters for the Theater",1989-07-14,1989-11-01,"Ben Shahn","Male","American",1898,1969,NA,110,5366,1989,1,6045
"Painting and Sculpture by Living Americans",1930-12-03,1931-01-20,"Charles Sheeler","Male","American",1883,1965,NA,48,5383,1930,1,6351
"Murals by American Painters and Photographers",1932-05-03,1932-05-31,"Charles Sheeler","Male","American",1883,1965,NA,28,5383,1932,2,6351
"Fruit and Flower Paintings",1933-05-13,1933-05-31,"Charles Sheeler","Male","American",1883,1965,NA,18,5383,1933,1,6351
"Modern Works of Art: 5th Anniversary Exhibition",1934-11-19,1935-01-20,"Charles Sheeler","Male","American",1883,1965,NA,62,5383,1934,1,6351
"Summer Exhibition: The Museum Collection and a Private Collection on Loan",1935-06-04,1935-09-24,"Charles Sheeler","Male","American",1883,1965,NA,112,5383,1935,1,6351
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1936-01-14,1936-02-16,"Charles Sheeler","Male","American",1883,1965,NA,33,5383,1936,2,6351
"Photography 1839–1937",1937-03-17,1937-04-18,"Charles Sheeler","Male","American",1883,1965,NA,32,5383,1937,4,6351
"Three Centuries of American Art",1938-05-24,1938-07-31,"Charles Sheeler","Male","American",1883,1965,NA,68,5383,1938,1,6351
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Charles Sheeler","Male","American",1883,1965,NA,143,5383,1939,2,6351
"Painting and Sculpture from the Museum Collection",1940-10-23,1941-01-12,"Charles Sheeler","Male","American",1883,1965,NA,81,5383,1940,2,6351
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Charles Sheeler","Male","American",1883,1965,"NA",6,5383,1941,3,6351
"New Acquisitions: American Drawings",1942-02-18,1942-04-05,"Charles Sheeler","Male","American",1883,1965,NA,46,5383,1942,2,6351
"Americans 1943: Realists and Magic-Realists",1943-02-10,1943-03-21,"Charles Sheeler","Male","American",1883,1965,NA,39,5383,1943,2,6351
"Modern Drawings",1944-02-16,1944-05-10,"Charles Sheeler","Male","American",1883,1965,NA,84,5383,1944,3,6351
"The Museum Collection of Painting and Sculpture",1945-06-20,1946-02-13,"Charles Sheeler","Male","American",1883,1965,NA,238,5383,1945,2,6351
"The Museum Collection of Painting",1946-02-19,1946-05-05,"Charles Sheeler","Male","American",1883,1965,NA,75,5383,1946,2,6351
"Drawings in the Collection of The Museum of Modern Art",1947-04-15,1947-06-01,"Charles Sheeler","Male","American",1883,1965,NA,47,5383,1947,2,6351
"New York Private Collections",1948-07-20,1948-09-12,"Charles Sheeler","Male","American",1883,1965,NA,54,5383,1948,3,6351
"The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club",1949-03-15,1949-04-17,"Charles Sheeler","Male","American",1883,1965,NA,33,5383,1949,2,6351
"Color Photography",1950-05-09,1950-07-04,"Charles Sheeler","Male","American",1883,1965,NA,56,5383,1950,1,6351
"Abstraction in Photography",1951-05-01,1951-07-04,"Charles Sheeler","Male","American",1883,1965,NA,64,5383,1951,2,6351
"Then and Now",1952-08-05,1952-08-18,"Charles Sheeler","Male","American",1883,1965,NA,13,5383,1952,1,6351
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",1953-06-23,1953-10-04,"Charles Sheeler","Male","American",1883,1965,NA,103,5383,1953,1,6351
"American Prints of the 20th Century",1954-09-08,1954-11-28,"Charles Sheeler","Male","American",1883,1965,NA,81,5383,1954,2,6351
"Selections from the Art Lending Service",1955-10-05,1955-10-24,"Charles Sheeler","Male","American",1883,1965,NA,19,5383,1955,1,6351
"Photographs from the Museum Collection",1958-11-26,1959-01-18,"Charles Sheeler","Male","American",1883,1965,NA,53,5383,1958,1,6351
"American Acquisitions: Recent Additions of Prints to the Museum Collection",1959-04-02,1959-05-31,"Charles Sheeler","Male","American",1883,1965,NA,59,5383,1959,2,6351
"Portraits from the Museum Collection",1960-05-04,1960-09-18,"Charles Sheeler","Male","American",1883,1965,NA,137,5383,1960,2,6351
"America Seen: Between The Wars",1961-04-25,1961-08-07,"Charles Sheeler","Male","American",1883,1965,NA,104,5383,1961,1,6351
"50 Photographs by 50 Photographers",1962-04-03,1962-05-15,"Charles Sheeler","Male","American",1883,1965,NA,42,5383,1962,1,6351
"Towards the ""New"" Museum of Modern Art: A Bid for Space IV",1963-02-21,NA,"Charles Sheeler","Male","American",1883,1965,NA,NA,5383,1963,1,6351
"Drawings from the Museum Collections: A Selection",1964-05-27,1965-03-23,"Charles Sheeler","Male","American",1883,1965,NA,300,5383,1964,3,6351
"Drawings from the Museum Collection",1966-10-31,1967-05-08,"Charles Sheeler","Male","American",1883,1965,NA,189,5383,1966,4,6351
"Steichen Gallery Reinstallation",1967-10-25,NA,"Charles Sheeler","Male","American",1883,1965,NA,NA,5383,1967,1,6351
"Manhattan Observed",1968-03-22,1968-07-01,"Charles Sheeler","Male","American",1883,1965,NA,101,5383,1968,1,6351
"American Drawings and Watercolors: A Selection from the Collection",1969-12-24,1970-03-01,"Charles Sheeler","Male","American",1883,1965,NA,67,5383,1969,1,6351
"Photo Eye of the 20s",1970-06-04,1970-09-08,"Charles Sheeler","Male","American",1883,1965,NA,96,5383,1970,1,6351
"A Selection of Drawings and Watercolors from the Museum Collection",1971-05-11,1971-10-19,"Charles Sheeler","Male","American",1883,1965,NA,161,5383,1971,2,6351
"Drawn in America",1972-03-01,1972-05-29,"Charles Sheeler","Male","American",1883,1965,NA,89,5383,1972,2,6351
"Works on Paper",1973-03-07,1973-06-04,"Charles Sheeler","Male","American",1883,1965,NA,89,5383,1973,2,6351
"American Prints: 1913–1963",1974-12-03,1975-03-03,"Charles Sheeler","Male","American",1883,1965,NA,90,5383,1974,1,6351
"In the Twenties",1975-03-21,1975-06-15,"Charles Sheeler","Male","American",1883,1965,NA,86,5383,1975,1,6351
"Between World Wars: Drawing in Europe and America",1976-08-20,1976-11-14,"Charles Sheeler","Male","American",1883,1965,NA,86,5383,1976,1,6351
"Artists and Writers",1978-07-10,1978-10-03,"Charles Sheeler","Male","American",1883,1965,NA,85,5383,1978,2,6351
"Art of the Twenties",1979-11-14,1980-01-22,"Charles Sheeler","Male","American",1883,1965,NA,69,5383,1979,2,6351
"Reinstallation of the Collection",1980-10-23,NA,"Charles Sheeler","Male","American",1883,1965,NA,NA,5383,1980,1,6351
"Still Life",1981-10-08,1982-01-03,"Charles Sheeler","Male","American",1883,1965,NA,87,5383,1981,1,6351
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Charles Sheeler","Male","American",1883,1965,NA,15,5383,1982,1,6351
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"Charles Sheeler","Male","American",1883,1965,NA,69,5383,1983,1,6351
"Selections from the Permanent Collection: Drawings",1984-05-17,NA,"Charles Sheeler","Male","American",1883,1965,NA,NA,5383,1984,2,6351
"Contrasts of Form: Geometric Abstract Art, 1910–1980",1985-10-02,1986-01-07,"Charles Sheeler","Male","American",1883,1965,NA,97,5383,1985,2,6351
"Recent Acquisitions",1961-12-19,1962-02-25,"Claes Oldenburg","Male","",1929,NA,NA,68,4397,1961,1,6452
"Recent Acquisitions",1962-11-20,1963-01-13,"Claes Oldenburg","Male","",1929,NA,NA,54,4397,1962,1,6452
"Americans 1963",1963-05-22,1963-08-18,"Claes Oldenburg","Male","",1929,NA,NA,88,4397,1963,1,6452
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Claes Oldenburg","Male","",1929,NA,NA,NA,4397,1964,2,6452
"London/New York/Hollywood: A New Look in Prints",1966-09-13,1966-11-02,"Claes Oldenburg","Male","",1929,NA,NA,50,4397,1966,1,6452
"The 1960s: Painting and Sculpture from the Museum Collection",1967-06-28,1967-09-24,"Claes Oldenburg","Male","",1929,NA,NA,88,4397,1967,2,6452
"The Sidney and Harriet Janis Collection",1968-01-17,1968-03-04,"Claes Oldenburg","Male","",1929,NA,NA,47,4397,1968,3,6452
"Drawings: Recent Acquisitions",1969-02-18,1969-03-30,"Claes Oldenburg","Male","",1929,NA,NA,40,4397,1969,3,6452
"Pop Art Prints, Drawings, and Multiples",1970-05-23,1970-08-31,"Claes Oldenburg","Male","",1929,NA,NA,100,4397,1970,4,6452
"Recent American Acquisitions",1971-02-11,1971-03-11,"Claes Oldenburg","Male","",1929,NA,NA,28,4397,1971,4,6452
"Drawn in America",1972-03-01,1972-05-29,"Claes Oldenburg","Male","",1929,NA,NA,89,4397,1972,2,6452
"Works on Paper",1973-03-07,1973-06-04,"Claes Oldenburg","Male","",1929,NA,NA,89,4397,1973,2,6452
"Works from Change, Inc.",1974-09-25,1974-10-20,"Claes Oldenburg","Male","",1929,NA,NA,25,4397,1974,2,6452
"Prints by Sculptors",1975-05-21,1975-09-01,"Claes Oldenburg","Male","",1929,NA,NA,103,4397,1975,2,6452
"Drawing Now: 1955–1975",1976-01-23,1976-03-09,"Claes Oldenburg","Male","",1929,NA,NA,46,4397,1976,2,6452
"Bookworks",1977-03-17,1977-05-30,"Claes Oldenburg","Male","",1929,NA,NA,74,4397,1977,3,6452
"Art for Corporations",1978-04-17,1978-07-04,"Claes Oldenburg","Male","",1929,NA,NA,78,4397,1978,3,6452
"Contemporary Sculpture: Selections from the Collection of The Museum of Modern Art",1979-05-18,1979-08-07,"Claes Oldenburg","Male","",1929,NA,NA,81,4397,1979,3,6452
"Printed Art: A View of Two Decades",1980-02-13,1980-04-01,"Claes Oldenburg","Male","",1929,NA,NA,48,4397,1980,2,6452
"Words and Pictures",1981-08-20,1981-10-06,"Claes Oldenburg","Male","",1929,NA,NA,47,4397,1981,2,6452
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Claes Oldenburg","Male","",1929,NA,NA,15,4397,1982,2,6452
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"Claes Oldenburg","Male","",1929,NA,NA,69,4397,1983,1,6452
"Selections from the Permanent Collection: Drawings",1984-05-17,NA,"Claes Oldenburg","Male","",1929,NA,NA,NA,4397,1984,3,6452
"Reinstallation of the Contemporary Galleries",1985-02-15,1985-03-17,"Claes Oldenburg","Male","",1929,NA,NA,30,4397,1985,3,6452
"Contemporary Works from the Collection",1986-04-11,1986-10-09,"Claes Oldenburg","Male","",1929,NA,NA,181,4397,1986,3,6452
"Drawings Acquisitions",1987-01-24,1987-06-14,"Claes Oldenburg","Male","",1929,NA,NA,141,4397,1987,5,6452
"Committed to Print",1988-01-31,1988-04-19,"Claes Oldenburg","Male","",1929,NA,NA,79,4397,1988,4,6452
